,Dates,MinTemp,MaxTemp
2479,2016-10-15,56,73
2480,2016-10-16,65,73
2481,2016-10-17,64,79
2482,2016-10-18,67,71
2483,2016-10-19,52,63
2484,2016-10-20,52,60
2485,2016-10-21,47,53
2486,2016-10-22,43,60
2487,2016-10-23,43,66
2488,2016-10-24,50,56
2489,2016-10-25,41,56
2490,2016-10-26,47,50
2491,2016-10-27,47,51
2492,2016-10-28,44,65
2493,2016-10-29,61,72
2494,2016-10-30,53,58
2495,2016-10-31,46,62
2496,2016-11-01,60,73
2497,2016-11-02,58,63
2498,2016-11-03,53,65
2499,2016-11-04,52,62
2500,2016-11-05,47,66
2501,2016-11-06,49,67
2502,2016-11-07,51,68
2503,2016-11-08,52,60
2504,2016-11-09,49,55
2505,2016-11-10,40,64
2506,2016-11-11,48,56
2507,2016-11-12,47,51
2508,2016-11-13,35,57
2509,2016-11-14,37,62
2510,2016-11-15,46,54
2511,2016-11-16,47,54
2512,2016-11-17,47,69
2513,2016-11-18,57,66
2514,2016-11-19,33,42
2515,2016-11-20,29,36
2516,2016-11-21,33,38
2517,2016-11-22,39,43
2518,2016-11-23,38,44
2519,2016-11-24,37,46
2520,2016-11-25,39,44
2521,2016-11-26,39,43
2522,2016-11-27,32,49
2523,2016-11-28,44,50
2524,2016-11-29,47,52
2525,2016-11-30,35,44
2526,2016-12-01,37,42
2527,2016-12-02,36,42
2528,2016-12-03,32,38
2529,2016-12-04,34,37
2530,2016-12-05,33,37
2531,2016-12-06,33,38
2532,2016-12-07,27,33
2533,2016-12-08,23,26
2534,2016-12-09,22,24
2535,2016-12-10,21,25
2536,2016-12-11,27,35
2537,2016-12-12,21,25
2538,2016-12-13,15,28
2539,2016-12-14,9,22
2540,2016-12-15,2,8
2541,2016-12-16,12,30
2542,2016-12-17,25,27
2543,2016-12-18,4,15
2544,2016-12-19,-8,15
2545,2016-12-20,11,30
2546,2016-12-21,11,39
2547,2016-12-22,26,33
2548,2016-12-23,31,38
2549,2016-12-24,32,35
2550,2016-12-25,33,37
2551,2016-12-26,52,57
2552,2016-12-27,28,33
2553,2016-12-28,25,45
2554,2016-12-29,29,36
2555,2016-12-30,28,31
2556,2016-12-31,30,36
2557,2017-01-01,25,36
2558,2017-01-02,36,40
2559,2017-01-03,33,41
2560,2017-01-04,14,19
2561,2017-01-05,12,16
2562,2017-01-06,6,11
2563,2017-01-07,3,12
2564,2017-01-08,3,17
2565,2017-01-09,12,32
2566,2017-01-10,31,47
2567,2017-01-11,21,43
2568,2017-01-12,25,33
2569,2017-01-13,18,24
2570,2017-01-14,25,32
2571,2017-01-15,28,36
2572,2017-01-16,34,38
2573,2017-01-17,37,42
2574,2017-01-18,34,37
2575,2017-01-19,33,42
2576,2017-01-20,39,44
2577,2017-01-21,44,50
2578,2017-01-22,36,41
2579,2017-01-23,40,42
2580,2017-01-24,36,41
2581,2017-01-25,36,42
2582,2017-01-26,34,37
2583,2017-01-27,28,33
2584,2017-01-28,27,32
2585,2017-01-29,24,28
2586,2017-01-30,16,29
2587,2017-01-31,32,36
2588,2017-02-01,30,37
2589,2017-02-02,18,26
2590,2017-02-03,18,26
2591,2017-02-04,15,35
2592,2017-02-05,26,35
2593,2017-02-06,24,51
2594,2017-02-07,38,59
2595,2017-02-08,29,30
2596,2017-02-09,17,23
2597,2017-02-10,17,43
2598,2017-02-11,35,40
2599,2017-02-12,35,40
2600,2017-02-13,27,46
2601,2017-02-14,28,50
2602,2017-02-15,28,34
2603,2017-02-16,28,42
2604,2017-02-17,33,57
2605,2017-02-18,41,60
2606,2017-02-19,46,55
2607,2017-02-20,40,59
2608,2017-02-21,51,62
2609,2017-02-22,52,59
2610,2017-02-23,38,48
2611,2017-02-24,38,55
2612,2017-02-25,27,32
2613,2017-02-26,26,45
2614,2017-02-27,32,46
2615,2017-02-28,40,56
2616,2017-03-01,40,54
2617,2017-03-02,31,34
2618,2017-03-03,25,32
2619,2017-03-04,30,39
2620,2017-03-05,27,53
2621,2017-03-06,48,56
2622,2017-03-07,45,53
2623,2017-03-08,37,48
2624,2017-03-09,33,40
2625,2017-03-10,26,28
2626,2017-03-11,20,26
2627,2017-03-12,21,35
2628,2017-03-13,28,33
2629,2017-03-14,23,29
2630,2017-03-15,21,28
2631,2017-03-16,19,33
2632,2017-03-17,34,40
2633,2017-03-18,35,40
2634,2017-03-19,37,45
2635,2017-03-20,41,50
2636,2017-03-21,40,46
2637,2017-03-22,28,33
2638,2017-03-23,28,47
2639,2017-03-24,44,66
2640,2017-03-25,40,58
2641,2017-03-26,49,60
2642,2017-03-27,45,48
2643,2017-03-28,38,45
2644,2017-03-29,38,47
2645,2017-03-30,40,43
2646,2017-03-31,38,38
2647,2017-04-01,36,47
2648,2017-04-02,40,54
2649,2017-04-03,45,45
2650,2017-04-04,45,50
2651,2017-04-05,40,45
2652,2017-04-06,41,45
2653,2017-04-07,36,50
2654,2017-04-08,32,63
2655,2017-04-09,56,72
2656,2017-04-10,63,72
2657,2017-04-11,45,52
2658,2017-04-12,40,56
2659,2017-04-13,45,58
2660,2017-04-14,45,59
2661,2017-04-15,63,79
2662,2017-04-16,59,70
2663,2017-04-17,43,68
2664,2017-04-18,49,72
2665,2017-04-19,52,61
2666,2017-04-20,58,70
2667,2017-04-21,43,49
2668,2017-04-22,43,50
2669,2017-04-23,41,59
2670,2017-04-24,41,61
2671,2017-04-25,54,68
2672,2017-04-26,61,76
2673,2017-04-27,47,54
2674,2017-04-28,47,59
2675,2017-04-29,41,47
2676,2017-04-30,45,50
2677,2017-05-01,50,54
2678,2017-05-02,45,49
2679,2017-05-03,38,52
2680,2017-05-04,43,52
2681,2017-05-05,43,52
2682,2017-05-06,41,52
2683,2017-05-07,41,54
2684,2017-05-08,43,47
2685,2017-05-09,41,47
2686,2017-05-10,49,58
2687,2017-05-11,49,52
2688,2017-05-12,45,59
2689,2017-05-13,47,74
2690,2017-05-14,52,63
2691,2017-05-15,52,68
2692,2017-05-16,65,83
2693,2017-05-17,70,83
2694,2017-05-18,68,79
2695,2017-05-19,45,54
2696,2017-05-20,52,65
2697,2017-05-21,58,63
2698,2017-05-22,50,72
2699,2017-05-23,59,61
2700,2017-05-24,50,52
2701,2017-05-25,50,59
2702,2017-05-26,52,61
2703,2017-05-27,54,65
2704,2017-05-28,59,65
2705,2017-05-29,63,72
2706,2017-05-30,54,68
2707,2017-05-31,56,70
2708,2017-06-01,56,72
2709,2017-06-02,59,76
2710,2017-06-03,65,86
2711,2017-06-04,68,85
2712,2017-06-05,59,65
2713,2017-06-06,54,65
2714,2017-06-07,58,67
2715,2017-06-08,59,74
2716,2017-06-09,68,81
2717,2017-06-10,70,86
2718,2017-06-11,72,90
2719,2017-06-12,77,90
2720,2017-06-13,76,81
2721,2017-06-14,76,88
2722,2017-06-15,70,86
2723,2017-06-16,72,81
2724,2017-06-17,72,85
2725,2017-06-18,70,77
2726,2017-06-19,67,76
2727,2017-06-20,65,74
2728,2017-06-21,61,72
2729,2017-06-22,72,83
2730,2017-06-23,70,79
2731,2017-06-24,63,72
2732,2017-06-25,58,70
2733,2017-06-26,59,70
2734,2017-06-27,56,72
2735,2017-06-28,65,74
2736,2017-06-29,72,79
2737,2017-06-30,72,76
2738,2017-07-01,66,78
2739,2017-07-02,64,84
2740,2017-07-03,69,77
2741,2017-07-04,70,79
2742,2017-07-05,69,84
2743,2017-07-06,76,88
2744,2017-07-07,73,84
2745,2017-07-08,67,76
2746,2017-07-09,65,86
2747,2017-07-10,70,82
2748,2017-07-11,74,84
2749,2017-07-12,72,87
2750,2017-07-13,76,83
2751,2017-07-14,66,76
2752,2017-07-15,65,82
2753,2017-07-16,68,74
2754,2017-07-17,65,79
2755,2017-07-18,74,86
2756,2017-07-19,73,83
2757,2017-07-20,81,91
2758,2017-07-21,80,91
2759,2017-07-22,80,94
2760,2017-07-23,80,92
2761,2017-07-24,70,78
2762,2017-07-25,72,82
2763,2017-07-26,72,91
2764,2017-07-27,80,85
2765,2017-07-28,76,81
2766,2017-07-29,72,80
2767,2017-07-30,76,84
2768,2017-07-31,76,88
2769,2017-08-01,76,86
2770,2017-08-02,76,87
2771,2017-08-03,76,83
2772,2017-08-04,58,64
2773,2017-08-05,66,80
2774,2017-08-06,68,73
2775,2017-08-07,70,76
2776,2017-08-08,68,84
2777,2017-08-09,73,84
2778,2017-08-10,71,82
2779,2017-08-11,72,77
2780,2017-08-12,67,75
2781,2017-08-13,66,82
2782,2017-08-14,70,86
2783,2017-08-15,73,77
2784,2017-08-16,73,85
2785,2017-08-17,74,86
2786,2017-08-18,69,82
2787,2017-08-19,70,86
2788,2017-08-20,73,87
2789,2017-08-21,79,85
2790,2017-08-22,71,80
2791,2017-08-23,64,80
2792,2017-08-24,69,74
2793,2017-08-25,69,73
2794,2017-08-26,65,79
2795,2017-08-27,64,76
2796,2017-08-28,66,79
2797,2017-08-29,71,78
2798,2017-08-30,67,81
2799,2017-08-31,68,72
2800,2017-09-01,60,66
2801,2017-09-02,64,70
2802,2017-09-03,63,82
2803,2017-09-04,65,83
2804,2017-09-05,56,67
2805,2017-09-06,53,62
2806,2017-09-07,53,64
2807,2017-09-08,61,62
2808,2017-09-09,58,66
2809,2017-09-10,55,65
2810,2017-09-11,56,65
2811,2017-09-12,61,67
2812,2017-09-13,61,66
2813,2017-09-14,64,73
2814,2017-09-15,63,77
2815,2017-09-16,65,80
2816,2017-09-17,70,78
2817,2017-09-18,63,68
2818,2017-09-19,65,69
2819,2017-09-20,67,82
2820,2017-09-21,72,86
2821,2017-09-22,73,86
2822,2017-09-23,73,84
2823,2017-09-24,71,84
2824,2017-09-25,71,85
2825,2017-09-26,70,84
2826,2017-09-27,62,66
2827,2017-09-28,58,71
2828,2017-09-29,59,63
2829,2017-09-30,58,60
2830,2017-10-01,52,67
2831,2017-10-02,60,74
2832,2017-10-03,64,76
2833,2017-10-04,66,69
2834,2017-10-05,60,71
2835,2017-10-06,64,69
2836,2017-10-07,67,74
2837,2017-10-08,55,71
2838,2017-10-09,62,76
2839,2017-10-10,59,62
2840,2017-10-11,55,58
2841,2017-10-12,55,56
2842,2017-10-13,53,59
2843,2017-10-14,61,66
2844,2017-10-15,49,62
2845,2017-10-16,44,57
2846,2017-10-17,46,63
2847,2017-10-18,47,63
2848,2017-10-19,49,67
2849,2017-10-20,53,70
2850,2017-10-21,58,70
2851,2017-10-22,60,64
2852,2017-10-23,53,55
2853,2017-10-24,43,45
2854,2017-10-25,36,46
2855,2017-10-26,40,53
2856,2017-10-27,38,40
2857,2017-10-28,36,38
2858,2017-10-29,31,41
2859,2017-10-30,40,46
2860,2017-10-31,30,38
2861,2017-11-01,35,42
2862,2017-11-02,45,48
2863,2017-11-03,41,45
2864,2017-11-04,43,46
2865,2017-11-05,49,50
2866,2017-11-06,33,38
2867,2017-11-07,42,43
2868,2017-11-08,32,42
2869,2017-11-09,36,38
2870,2017-11-10,27,30
2871,2017-11-11,27,34
2872,2017-11-12,38,41
2873,2017-11-13,34,41
2874,2017-11-14,33,42
2875,2017-11-15,41,48
2876,2017-11-16,29,36
2877,2017-11-17,34,41
2878,2017-11-18,38,44
2879,2017-11-19,27,33
2880,2017-11-20,30,46
2881,2017-11-21,33,39
2882,2017-11-22,26,32
2883,2017-11-23,30,38
2884,2017-11-24,33,49
2885,2017-11-25,40,42
2886,2017-11-26,30,42
2887,2017-11-27,32,45
2888,2017-11-28,44,48
2889,2017-11-29,36,42
2890,2017-11-30,39,46
2891,2017-12-01,31,42
2892,2017-12-02,36,47
2893,2017-12-03,31,41
2894,2017-12-04,45,55
2895,2017-12-05,30,37
2896,2017-12-06,30,33
2897,2017-12-07,23,25
2898,2017-12-08,20,31
2899,2017-12-09,27,30
2900,2017-12-10,24,31
2901,2017-12-11,26,35
2902,2017-12-12,19,22
2903,2017-12-13,23,32
2904,2017-12-14,20,24
2905,2017-12-15,22,30
2906,2017-12-16,31,42
2907,2017-12-17,33,34
2908,2017-12-18,38,38
2909,2017-12-19,34,40
2910,2017-12-20,29,31
2911,2017-12-21,31,35
2912,2017-12-22,35,35
2913,2017-12-23,28,29
2914,2017-12-24,21,23
2915,2017-12-25,16,18
2916,2017-12-26,3,10
2917,2017-12-27,1,9
2918,2017-12-28,8,15
2919,2017-12-29,9,14
2920,2017-12-30,1,5
2921,2017-12-31,2,11
2922,2018-01-01,-7,11
2923,2018-01-02,-7,13
2924,2018-01-03,7,18
2925,2018-01-04,0,11
2926,2018-01-05,-2,7
2927,2018-01-06,-2,14
2928,2018-01-07,20,27
2929,2018-01-08,27,36
2930,2018-01-09,18,36
2931,2018-01-10,34,47
2932,2018-01-11,43,52
2933,2018-01-12,25,27
2934,2018-01-13,9,20
2935,2018-01-14,5,20
2936,2018-01-15,14,23
2937,2018-01-16,9,20
2938,2018-01-17,7,20
2939,2018-01-18,14,32
2940,2018-01-19,27,38
2941,2018-01-20,29,41
2942,2018-01-21,40,41
2943,2018-01-22,43,50
2944,2018-01-23,27,32
2945,2018-01-24,20,32
2946,2018-01-25,25,41
2947,2018-01-26,36,47
2948,2018-01-27,40,45
2949,2018-01-28,27,34
2950,2018-01-29,23,27
2951,2018-01-30,18,29
2952,2018-01-31,34,41
2953,2018-02-01,23,25
2954,2018-02-02,11,20
2955,2018-02-03,22,32
2956,2018-02-04,25,29
2957,2018-02-05,5,23
2958,2018-02-06,7,27
2959,2018-02-07,20,23
2960,2018-02-08,5,27
2961,2018-02-09,22,27
2962,2018-02-10,20,25
2963,2018-02-11,16,20
2964,2018-02-12,2,22
2965,2018-02-13,16,32
2966,2018-02-14,27,40
2967,2018-02-15,31,40
2968,2018-02-16,23,25
2969,2018-02-17,18,31
2970,2018-02-18,20,41
2971,2018-02-19,38,52
2972,2018-02-20,50,58
2973,2018-02-21,27,32
2974,2018-02-22,31,36
2975,2018-02-23,40,43
2976,2018-02-24,34,40
2977,2018-02-25,31,41
2978,2018-02-26,29,50
2979,2018-02-27,32,56
2980,2018-02-28,41,50
2981,2018-03-01,36,40
2982,2018-03-02,34,40
2983,2018-03-03,34,40
2984,2018-03-04,36,45
2985,2018-03-05,40,43
2986,2018-03-06,34,43
2987,2018-03-07,25,32
2988,2018-03-08,29,38
2989,2018-03-09,32,40
2990,2018-03-10,27,40
2991,2018-03-11,34,40
2992,2018-03-12,34,38
2993,2018-03-13,31,40
2994,2018-03-14,29,43
2995,2018-03-15,34,43
2996,2018-03-16,27,38
2997,2018-03-17,34,38
2998,2018-03-18,29,47
2999,2018-03-19,32,38
3000,2018-03-20,27,36
3001,2018-03-21,27,41
3002,2018-03-22,27,38
3003,2018-03-23,29,41
3004,2018-03-24,38,41
3005,2018-03-25,29,38
3006,2018-03-26,32,45
3007,2018-03-27,50,52
3008,2018-03-28,38,47
3009,2018-03-29,36,45
3010,2018-03-30,32,41
3011,2018-03-31,38,50
3012,2018-04-01,29,38
3013,2018-04-02,25,43
3014,2018-04-03,38,43
3015,2018-04-04,27,34
3016,2018-04-05,23,38
3017,2018-04-06,32,36
3018,2018-04-07,25,34
3019,2018-04-08,27,41
3020,2018-04-09,32,40
3021,2018-04-10,29,41
3022,2018-04-11,29,58
3023,2018-04-12,54,68
3024,2018-04-13,43,54
3025,2018-04-14,38,40
3026,2018-04-15,34,38
3027,2018-04-16,31,34
3028,2018-04-17,27,38
3029,2018-04-18,34,40
3030,2018-04-19,36,43
3031,2018-04-20,36,47
3032,2018-04-21,36,45
3033,2018-04-22,38,50
3034,2018-04-23,43,47
3035,2018-04-24,45,49
3036,2018-04-25,38,43
3037,2018-04-26,36,56
3038,2018-04-27,41,52
3039,2018-04-28,36,43
3040,2018-04-29,36,49
3041,2018-04-30,45,70
3042,2018-05-01,59,79
3043,2018-05-02,68,79
3044,2018-05-03,54,65
3045,2018-05-04,54,72
3046,2018-05-05,50,77
3047,2018-05-06,50,59
3048,2018-05-07,47,54
3049,2018-05-08,47,63
3050,2018-05-09,59,79
3051,2018-05-10,54,61
3052,2018-05-11,47,52
3053,2018-05-12,47,54
3054,2018-05-13,50,54
3055,2018-05-14,52,77
3056,2018-05-15,54,63
3057,2018-05-16,50,65
3058,2018-05-17,56,59
3059,2018-05-18,58,59
3060,2018-05-19,54,63
3061,2018-05-20,43,47
3062,2018-05-21,54,56
3063,2018-05-22,50,56
3064,2018-05-23,52,63
3065,2018-05-24,54,70
3066,2018-05-25,61,85
3067,2018-05-26,63,81
3068,2018-05-27,67,90
3069,2018-05-28,77,85
3070,2018-05-29,61,70
3071,2018-05-30,61,70
3072,2018-05-31,72,88
3073,2018-06-01,56,63
3074,2018-06-02,56,65
3075,2018-06-03,59,74
3076,2018-06-04,61,77
3077,2018-06-05,54,61
3078,2018-06-06,54,67
3079,2018-06-07,61,68
3080,2018-06-08,59,65
3081,2018-06-09,58,65
3082,2018-06-10,63,65
3083,2018-06-11,61,68
3084,2018-06-12,63,70
3085,2018-06-13,63,77
3086,2018-06-14,63,74
3087,2018-06-15,67,76
3088,2018-06-16,68,92
3089,2018-06-17,70,94
3090,2018-06-18,81,92
3091,2018-06-19,63,68
3092,2018-06-20,63,67
3093,2018-06-21,65,70
3094,2018-06-22,59,65
3095,2018-06-23,61,72
3096,2018-06-24,63,70
3097,2018-06-25,68,70
3098,2018-06-26,70,74
3099,2018-06-27,72,77
3100,2018-06-28,68,79
3101,2018-06-29,74,86
3102,2018-06-30,74,92
3103,2018-07-01,77,92
3104,2018-07-02,68,74
3105,2018-07-03,68,79
3106,2018-07-04,74,83
3107,2018-07-05,76,83
3108,2018-07-06,68,70
3109,2018-07-07,65,76
3110,2018-07-08,65,77
3111,2018-07-09,68,90
3112,2018-07-10,70,76
3113,2018-07-11,70,77
3114,2018-07-12,68,88
3115,2018-07-13,74,90
3116,2018-07-14,72,79
3117,2018-07-15,72,83
3118,2018-07-16,74,81
3119,2018-07-17,72,74
3120,2018-07-18,67,74
3121,2018-07-19,67,81
3122,2018-07-20,68,77
3123,2018-07-21,68,77
3124,2018-07-22,68,74
3125,2018-07-23,67,77
3126,2018-07-24,70,79
3127,2018-07-25,70,79
3128,2018-07-26,68,77
3129,2018-07-27,67,76
3130,2018-07-28,67,76
3131,2018-07-29,67,74
3132,2018-07-30,67,76
3133,2018-07-31,67,76
3134,2018-08-01,67,74
3135,2018-08-02,62,71
3136,2018-08-03,64,71
3137,2018-08-04,63,77
3138,2018-08-05,67,81
3139,2018-08-06,70,86
3140,2018-08-07,72,77
3141,2018-08-08,67,77
3142,2018-08-09,67,86
3143,2018-08-10,68,81
3144,2018-08-11,67,79
3145,2018-08-12,68,79
3146,2018-08-13,67,79
3147,2018-08-14,70,86
3148,2018-08-15,70,83
3149,2018-08-16,67,77
3150,2018-08-17,67,77
3151,2018-08-18,68,77
3152,2018-08-19,67,77
3153,2018-08-20,68,77
3154,2018-08-21,67,76
3155,2018-08-22,63,74
3156,2018-08-23,61,76
3157,2018-08-24,63,72
3158,2018-08-25,65,83
3159,2018-08-26,73,83
3160,2018-08-27,76,90
3161,2018-08-28,76,90
3162,2018-08-29,67,74
3163,2018-08-30,68,74
3164,2018-08-31,70,81
3165,2018-09-01,68,81
3166,2018-09-02,70,86
3167,2018-09-03,72,85
3168,2018-09-04,74,88
3169,2018-09-05,76,83
3170,2018-09-06,68,70
3171,2018-09-07,67,70
3172,2018-09-08,65,68
3173,2018-09-09,65,68
3174,2018-09-10,58,76
3175,2018-09-11,58,74
3176,2018-09-12,59,76
3177,2018-09-13,59,77
3178,2018-09-14,63,76
3179,2018-09-15,65,77
3180,2018-09-16,67,77
3181,2018-09-17,65,74
3182,2018-09-18,67,72
3183,2018-09-19,65,72
3184,2018-09-20,63,86
3185,2018-09-21,67,77
3186,2018-09-22,56,67
3187,2018-09-23,54,68
3188,2018-09-24,58,72
3189,2018-09-25,63,70
3190,2018-09-26,50,65
3191,2018-09-27,49,67
3192,2018-09-28,54,59
3193,2018-09-29,43,59
3194,2018-09-30,58,65
3195,2018-10-01,61,77
3196,2018-10-02,61,67
3197,2018-10-03,61,81
3198,2018-10-04,63,67
3199,2018-10-05,56,68
3200,2018-10-06,61,70
3201,2018-10-07,59,63
3202,2018-10-08,63,81
3203,2018-10-09,65,83
3204,2018-10-10,63,72
3205,2018-10-11,43,56
3206,2018-10-12,40,49
3207,2018-10-13,34,49
3208,2018-10-14,40,54
3209,2018-10-15,36,47
3210,2018-10-16,34,50
3211,2018-10-17,40,49
3212,2018-10-18,36,52
3213,2018-10-19,43,50
3214,2018-10-20,43,50
3215,2018-10-21,31,45
3216,2018-10-22,38,59
3217,2018-10-23,40,49
3218,2018-10-24,38,49
3219,2018-10-25,38,50
3220,2018-10-26,40,50
3221,2018-10-27,41,50
3222,2018-10-28,41,50
3223,2018-10-29,40,49
3224,2018-10-30,45,63
3225,2018-10-31,49,54
3226,2018-11-01,47,50
3227,2018-11-02,41,45
3228,2018-11-03,36,52
3229,2018-11-04,45,56
3230,2018-11-05,43,50
3231,2018-11-06,47,47
3232,2018-11-07,32,43
3233,2018-11-08,32,38
3234,2018-11-09,31,34
3235,2018-11-10,23,34
3236,2018-11-11,29,40
3237,2018-11-12,27,36
3238,2018-11-13,22,32
3239,2018-11-14,20,29
3240,2018-11-15,27,36
3241,2018-11-16,29,38
3242,2018-11-17,32,34
3243,2018-11-18,23,34
3244,2018-11-19,25,36
3245,2018-11-20,27,34
3246,2018-11-21,29,40
3247,2018-11-22,27,38
3248,2018-11-23,34,49
3249,2018-11-24,40,45
3250,2018-11-25,38,43
3251,2018-11-26,31,31
3252,2018-11-27,22,31
3253,2018-11-28,16,25
3254,2018-11-29,20,32
3255,2018-11-30,27,40
